"gene_id" "projection_parent_gene"
"538" "ENSG05220036178" "ENSG00000163362.11"
"539" "ENSG05220036179" "ENSG00000184774.10"
"540" "ENSG05220036180" "ENSG00000232626.3"
"541" "ENSG05220036181" "ENSG00000163444.12"
"542" "ENSG05220036189" "ENSG00000116852.15"
"543" "ENSG05220036193" "ENSG00000234678.2"
"544" "ENSG05220036194" "ENSG00000163485.17"
"545" "ENSG05220036199" "ENSG00000170128.5"
"546" "ENSG05220036201" "ENSG00000212512.2"
"547" "ENSG05220036203" "ENSG00000133067.18"
"548" "ENSG05220036207" "ENSG00000077152.11"
"549" "ENSG05220036209" "ENSG00000133048.13"
"550" "ENSG05220036211" "ENSG00000234775.2"
"551" "ENSG05220036216" "ENSG00000077157.22"
"552" "ENSG05220036223" "ENSG00000159173.19"
"553" "ENSG05220036226" "ENSG00000133055.9"
"554" "ENSG05220036228" "ENSG00000143847.15"
"555" "ENSG05220036230" "ENSG00000163435.16"
"556" "ENSG05220036231" "ENSG00000238003.1"
"557" "ENSG05220036232" "ENSG00000159388.6"
"558" "ENSG05220036233" "ENSG00000229191.1"
"559" "ENSG05220036234" "ENSG00000159166.15"
"560" "ENSG05220036235" "ENSG00000159346.13"
"561" "ENSG05220036240" "ENSG00000143851.15"
"562" "ENSG05220036249" "ENSG00000206637.1"
"563" "ENSG05220036251" "ENSG00000117153.16"
"564" "ENSG05220036252" "ENSG00000249007.1"
"565" "ENSG05220036253" "ENSG00000231871.5"
"566" "ENSG05220036254" "ENSG00000277681.1"
"567" "ENSG05220036255" "ENSG00000199471.1"
"568" "ENSG05220036258" "ENSG00000118200.14"
"569" "ENSG05220036260" "ENSG00000227109.1"
"570" "ENSG05220036261" "ENSG00000233791.5"
"571" "ENSG05220036263" "ENSG00000234132.2"
"572" "ENSG05220036267" "ENSG00000183155.5"
"573" "ENSG05220036268" "ENSG00000229120.2"
"574" "ENSG05220036270" "ENSG00000229652.1"
"575" "ENSG05220036272" "ENSG00000232237.4"
"576" "ENSG05220036273" "ENSG00000163431.13"
"577" "ENSG05220036274" "ENSG00000235449.2"
"578" "ENSG05220036275" "ENSG00000253042.1"
"579" "ENSG05220036276" "ENSG00000226862.1"
"580" "ENSG05220036277" "ENSG00000227048.2"
"581" "ENSG05220036278" "ENSG00000264802.1"
"582" "ENSG05220036280" "ENSG00000188770.10"
"583" "ENSG05220036281" "ENSG00000235121.1"
"584" "ENSG05220036282" "ENSG00000122176.12"
"585" "ENSG05220036286" "ENSG00000116857.17"
"586" "ENSG05220036288" "ENSG00000143858.12"
"587" "ENSG05220036292" "ENSG00000159176.14"
"588" "ENSG05220036296" "ENSG00000081248.12"
"589" "ENSG05220036302" "ENSG00000224536.2"
"590" "ENSG05220036304" "ENSG00000174307.7"
"591" "ENSG05220036305" "ENSG00000159348.13"
"592" "ENSG05220036306" "ENSG00000236523.2"
"593" "ENSG05220036308" "ENSG00000200942.1"
"594" "ENSG05220036319" "ENSG00000117139.18"
"595" "ENSG05220036330" "ENSG00000271588.1"
"596" "ENSG05220036332" "ENSG00000225620.1"
"597" "ENSG05220036333" "ENSG00000228288.7"
"598" "ENSG05220036334" "ENSG00000201032.1"
"599" "ENSG05220036335" "ENSG00000235811.1"
"600" "ENSG05220036336" "ENSG00000236390.1"
"601" "ENSG05220051107" "ENSG00000206817.1"
"602" "ENSG05220051108" "ENSG00000171492.14"
"603" "ENSG05220051109" "ENSG00000171488.15"
"604" "ENSG05220051110" "ENSG00000183347.15"
"605" "ENSG05220051111" "ENSG00000231999.7"
"606" "ENSG05220051112" "ENSG00000097046.13"
"607" "ENSG05220051113" "ENSG00000122406.14"
"608" "ENSG05220051114" "ENSG00000228175.3"
"609" "ENSG05220051115" "ENSG00000174842.17"
"610" "ENSG05220051116" "ENSG00000238081.1"
"611" "ENSG05220051117" "ENSG00000197147.15"
"612" "ENSG05220051118" "ENSG00000137948.19"
"613" "ENSG05220051119" "ENSG00000233401.1"
"614" "ENSG05220051120" "ENSG00000260464.1"
"615" "ENSG05220051121" "ENSG00000225505.1"
"616" "ENSG05220051122" "ENSG00000225297.1"
"617" "ENSG05220051123" "ENSG00000224093.5"
"618" "ENSG05220051124" "ENSG00000234202.2"
"619" "ENSG05220051125" "ENSG00000223490.2"
"620" "ENSG05220051126" "ENSG00000223896.2"
"621" "ENSG05220051127" "ENSG00000143032.8"
"622" "ENSG05220051128" "ENSG00000172031.7"
"623" "ENSG05220051129" "ENSG00000201317.1"
"624" "ENSG05220051130" "ENSG00000137942.18"
"625" "ENSG05220051131" "ENSG00000206680.1"
"626" "ENSG05220051132" "ENSG00000223745.8"
"627" "ENSG05220051133" "ENSG00000229201.1"
"628" "ENSG05220051134" "ENSG00000207379.1"
"629" "ENSG05220051135" "ENSG00000154451.14"
"630" "ENSG05220051136" "ENSG00000287076.1"
"631" "ENSG05220051137" "ENSG00000287797.1"
"632" "ENSG05220051138" "ENSG00000239794.3"
"633" "ENSG05220051139" "ENSG00000224678.3"
"634" "ENSG05220051140" "ENSG00000229567.1"
"635" "ENSG05220051141" "ENSG00000239710.3"
"636" "ENSG05220051142" "ENSG00000272094.1"
"637" "ENSG05220051143" "ENSG00000288629.1"
"638" "ENSG05220051144" "ENSG00000231613.1"
"639" "ENSG05220051145" "ENSG00000226773.1"
"640" "ENSG05220051146" "ENSG00000223787.2"
"641" "ENSG05220051147" "ENSG00000286548.1"
"642" "ENSG05220051148" "ENSG00000251837.1"
"643" "ENSG05220051149" "ENSG00000215873.2"
"644" "ENSG05220051150" "ENSG00000207022.1"
"645" "ENSG05220051151" "ENSG00000287015.1"
"646" "ENSG05220051152" "ENSG00000117500.13"
"647" "ENSG05220051153" "ENSG00000284637.1"
"648" "ENSG05220051154" "ENSG00000203910.9"
"649" "ENSG05220051155" "ENSG00000069702.11"
"650" "ENSG05220051156" "ENSG00000229067.1"
"651" "ENSG05220051157" "ENSG00000137936.18"
"652" "ENSG05220051159" "ENSG00000225446.3"
"653" "ENSG05220051160" "ENSG00000285532.2"
"654" "ENSG05220051161" "ENSG00000237003.1"
"655" "ENSG05220051162" "ENSG00000232882.1"
"656" "ENSG05220051163" "ENSG00000122484.9"
"657" "ENSG05220051167" "ENSG00000233125.3"
"658" "ENSG05220051168" "ENSG00000226394.2"
"659" "ENSG05220051169" "ENSG00000273487.1"
"660" "ENSG05220051170" "ENSG00000212601.1"
"661" "ENSG05220051171" "ENSG00000067334.14"
"662" "ENSG05220051173" "ENSG00000225492.6"
"663" "ENSG05220051174" "ENSG00000023909.10"
"664" "ENSG05220051175" "ENSG00000241318.3"
"665" "ENSG05220051176" "ENSG00000287372.1"
"666" "ENSG05220051177" "ENSG00000117505.13"
"667" "ENSG05220051178" "ENSG00000233235.1"
"668" "ENSG05220051179" "ENSG00000233228.1"
"669" "ENSG05220051181" "ENSG00000233593.10"
"670" "ENSG05220051189" "ENSG00000162669.16"
"671" "ENSG05220051192" "ENSG00000143033.18"
"672" "ENSG05220051194" "ENSG00000252797.1"
"673" "ENSG05220051199" "ENSG00000162676.12"
"674" "ENSG05220051200" "ENSG00000237568.1"
"675" "ENSG05220051202" "ENSG00000272931.1"
"676" "ENSG05220051203" "ENSG00000229635.1"
"677" "ENSG05220051204" "ENSG00000211575.3"
"678" "ENSG05220051205" "ENSG00000203914.4"
"679" "ENSG05220051206" "ENSG00000232393.1"
"680" "ENSG05220051207" "ENSG00000252752.1"
"681" "ENSG05220051208" "ENSG00000207523.1"
"682" "ENSG05220051210" "ENSG00000189195.15"
"683" "ENSG05220051243" "ENSG00000162664.17"
"684" "ENSG05220051244" "ENSG00000212459.1"
"685" "ENSG05220051245" "ENSG00000230667.6"
"686" "ENSG05220051246" "ENSG00000199666.2"
"687" "ENSG05220051247" "ENSG00000230735.1"
"688" "ENSG05220051248" "ENSG00000215874.3"
"689" "ENSG05220051249" "ENSG00000252121.1"
"690" "ENSG05220051250" "ENSG00000242764.3"
"691" "ENSG05220051251" "ENSG00000122482.21"
"692" "ENSG05220051254" "ENSG00000122483.17"
"693" "ENSG05220051261" "ENSG00000067208.15"
"694" "ENSG05220051263" "ENSG00000222664.1"
"695" "ENSG05220051265" "ENSG00000154511.12"
"696" "ENSG05220051266" "ENSG00000229052.2"
"697" "ENSG05220051267" "ENSG00000272672.1"
"698" "ENSG05220051268" "ENSG00000234099.1"
"699" "ENSG05220051269" "ENSG00000287406.1"
"700" "ENSG05220051271" "ENSG00000229992.1"
"701" "ENSG05220048201" "ENSG00000224040.1"
"702" "ENSG05220048202" "ENSG00000276839.1"
"703" "ENSG05220048203" "ENSG00000287452.2"
"704" "ENSG05220048204" "ENSG00000231966.1"
"705" "ENSG05220048205" "ENSG00000251520.1"
"706" "ENSG05220048206" "ENSG00000270443.1"
"707" "ENSG05220048207" "ENSG00000203730.3"
"708" "ENSG05220048208" "ENSG00000243062.6"
"709" "ENSG05220048209" "ENSG00000169905.13"
"710" "ENSG05220048210" "ENSG00000179930.6"
"711" "ENSG05220048211" "ENSG00000223450.1"
"712" "ENSG05220048212" "ENSG00000273573.1"
"713" "ENSG05220048213" "ENSG00000227141.2"
"714" "ENSG05220048214" "ENSG00000236539.3"
"715" "ENSG05220048215" "ENSG00000153029.16"
"716" "ENSG05220048216" "ENSG00000157064.11"
"717" "ENSG05220048217" "ENSG00000176855.11"
"718" "ENSG05220048218" "ENSG00000223794.1"
"719" "ENSG05220048219" "ENSG00000229407.5"
"720" "ENSG05220048220" "ENSG00000224810.1"
"721" "ENSG05220048221" "ENSG00000270711.1"
"722" "ENSG05220048222" "ENSG00000222397.1"
"723" "ENSG05220048223" "ENSG00000198216.12"
"724" "ENSG05220048224" "ENSG00000201619.1"
"725" "ENSG05220048225" "ENSG00000225359.1"
"726" "ENSG05220048226" "ENSG00000157060.16"
"727" "ENSG05220048227" "ENSG00000143324.14"
"728" "ENSG05220048228" "ENSG00000287929.1"
"729" "ENSG05220048229" "ENSG00000224620.2"
"730" "ENSG05220048230" "ENSG00000261817.1"
"731" "ENSG05220048231" "ENSG00000271269.1"
"732" "ENSG05220048232" "ENSG00000288574.1"
"733" "ENSG05220048233" "ENSG00000233537.1"
"734" "ENSG05220048234" "ENSG00000243155.1"
"735" "ENSG05220048235" "ENSG00000116260.17"
"736" "ENSG05220048236" "ENSG00000116698.21"
"737" "ENSG05220048237" "ENSG00000143333.7"
"738" "ENSG05220048238" "ENSG00000228918.4"
"739" "ENSG05220048239" "ENSG00000232309.2"
"740" "ENSG05220048240" "ENSG00000272880.1"
"741" "ENSG05220048241" "ENSG00000228191.1"
"742" "ENSG05220048242" "ENSG00000230124.8"
"743" "ENSG05220048243" "ENSG00000264916.2"
"744" "ENSG05220048244" "ENSG00000225857.5"
"745" "ENSG05220048245" "ENSG00000135837.16"
"746" "ENSG05220048246" "ENSG00000135829.17"
"747" "ENSG05220048247" "ENSG00000272906.1"
"748" "ENSG05220048248" "ENSG00000207472.1"
"749" "ENSG05220048249" "ENSG00000121446.20"
"750" "ENSG05220048250" "ENSG00000237292.1"
"751" "ENSG05220048251" "ENSG00000225711.1"
"752" "ENSG05220048252" "ENSG00000265435.1"
"753" "ENSG05220048253" "ENSG00000135824.12"
"754" "ENSG05220048254" "ENSG00000135828.11"
"755" "ENSG05220048255" "ENSG00000286372.1"
"756" "ENSG05220048256" "ENSG00000232860.8"
"757" "ENSG05220048257" "ENSG00000226570.2"
"758" "ENSG05220048258" "ENSG00000135838.14"
"759" "ENSG05220048260" "ENSG00000212338.1"
"760" "ENSG05220048261" "ENSG00000135862.6"
"761" "ENSG05220048262" "ENSG00000116701.15"
"762" "ENSG05220048263" "ENSG00000135821.19"
"763" "ENSG05220048264" "ENSG00000260360.1"
"764" "ENSG05220048265" "ENSG00000179452.2"
"765" "ENSG05220048266" "ENSG00000225982.1"
"766" "ENSG05220048267" "ENSG00000206905.1"
"767" "ENSG05220048268" "ENSG00000135823.14"
"768" "ENSG05220048269" "ENSG00000162782.16"
"769" "ENSG05220048270" "ENSG00000231564.1"
"770" "ENSG05220048271" "ENSG00000283575.1"
"771" "ENSG05220048272" "ENSG00000235145.2"
"772" "ENSG05220048273" "ENSG00000261831.2"
"773" "ENSG05220048274" "ENSG00000231905.2"
"774" "ENSG05220048275" "ENSG00000143337.19"
"775" "ENSG05220048276" "ENSG00000261060.1"
"776" "ENSG05220048277" "ENSG00000206764.1"
"777" "ENSG05220048278" "ENSG00000057252.13"
"778" "ENSG05220048279" "ENSG00000231684.3"
"779" "ENSG05220048280" "ENSG00000135835.12"
"780" "ENSG05220048281" "ENSG00000233562.1"
"781" "ENSG05220048282" "ENSG00000227181.1"
"782" "ENSG05220048283" "ENSG00000287808.1"
"783" "ENSG05220048284" "ENSG00000162783.11"
"784" "ENSG05220048285" "ENSG00000143340.6"
"785" "ENSG05220048286" "ENSG00000058085.15"
"786" "ENSG05220048287" "ENSG00000236719.5"
"787" "ENSG05220048288" "ENSG00000251875.1"
"788" "ENSG05220048289" "ENSG00000228664.1"
"789" "ENSG05220048290" "ENSG00000261504.1"
"790" "ENSG05220048291" "ENSG00000116218.13"
"791" "ENSG05220048292" "ENSG00000203729.8"
"792" "ENSG05220048293" "ENSG00000235060.1"
"793" "ENSG05220048294" "ENSG00000162779.22"
"794" "ENSG05220048295" "ENSG00000285609.1"
"795" "ENSG05220048296" "ENSG00000121454.6"
"796" "ENSG05220048297" "ENSG00000232096.1"
"797" "ENSG05220048298" "ENSG00000224468.3"
"798" "ENSG05220048299" "ENSG00000261250.1"
"799" "ENSG05220048300" "ENSG00000232586.1"
"800" "ENSG05220048259" "ENSG00000252977.1"
"801" "ENSG05220053504" "ENSG00000259823.6"
"802" "ENSG05220053507" "ENSG00000175137.11"
"803" "ENSG05220053518" "ENSG00000171161.13"
"804" "ENSG05220053520" "ENSG00000185220.12"
"805" "ENSG05220053522" "ENSG00000227237.1"
"806" "ENSG05220053524" "ENSG00000264500.1"
"807" "ENSG05220053568" "ENSG00000171163.16"
"808" "ENSG05220053580" "ENSG00000233084.2"
"809" "ENSG05220053581" "ENSG00000229663.1"
"810" "ENSG05220053590" "ENSG00000200495.1"
"811" "ENSG05220045616" "ENSG00000235942.3"
"812" "ENSG05220045617" "ENSG00000240386.4"
"813" "ENSG05220045618" "ENSG00000272030.1"
"814" "ENSG05220045619" "ENSG00000189334.9"
"815" "ENSG05220045620" "ENSG00000187180.3"
"816" "ENSG05220045621" "ENSG00000244057.5"
"817" "ENSG05220045622" "ENSG00000189171.15"
"818" "ENSG05220045624" "ENSG00000207321.1"
"819" "ENSG05220045625" "ENSG00000187223.4"
"820" "ENSG05220045626" "ENSG00000196154.12"
"821" "ENSG05220045627" "ENSG00000198837.10"
"822" "ENSG05220045628" "ENSG00000276584.1"
"823" "ENSG05220045629" "ENSG00000224784.2"
"824" "ENSG05220045630" "ENSG00000196420.7"
"825" "ENSG05220045631" "ENSG00000160678.12"
"826" "ENSG05220045632" "ENSG00000273026.1"
"827" "ENSG05220045633" "ENSG00000143624.14"
"828" "ENSG05220045640" "ENSG00000143545.10"
"829" "ENSG05220045670" "ENSG00000159455.9"
"830" "ENSG05220045671" "ENSG00000143546.10"
"831" "ENSG05220045682" "ENSG00000163221.9"
"832" "ENSG05220045721" "ENSG00000169509.6"
"833" "ENSG05220045738" "ENSG00000163216.7"
"834" "ENSG05220045742" "ENSG00000229699.1"
"835" "ENSG05220045743" "ENSG00000169469.9"
"836" "ENSG05220045744" "ENSG00000229035.2"
"837" "ENSG05220045745" "ENSG00000198854.5"
"838" "ENSG05220045746" "ENSG00000207039.1"
"839" "ENSG05220045757" "ENSG00000282386.1"
"840" "ENSG05220045759" "ENSG00000242565.3"
"841" "ENSG05220045763" "ENSG00000197084.6"
"842" "ENSG05220045770" "ENSG00000285946.1"
"843" "ENSG05220045783" "ENSG00000143614.10"
"844" "ENSG05220045799" "ENSG00000203784.3"
"845" "ENSG05220045800" "ENSG00000185962.1"
"846" "ENSG05220045802" "ENSG00000143621.17"
"847" "ENSG05220045811" "ENSG00000184148.4"
"848" "ENSG05220045812" "ENSG00000241794.2"
"849" "ENSG05220045814" "ENSG00000229713.1"
"850" "ENSG05220045817" "ENSG00000224308.1"
"851" "ENSG05220045821" "ENSG00000285753.1"
"852" "ENSG05220045824" "ENSG00000143556.9"
"853" "ENSG05220045830" "ENSG00000143553.11"
"854" "ENSG05220045834" "ENSG00000231827.3"
"855" "ENSG05220045836" "ENSG00000252920.1"
"856" "ENSG05220045837" "ENSG00000244094.2"
"857" "ENSG05220045838" "ENSG00000187238.5"
"858" "ENSG05220045839" "ENSG00000236327.2"
"859" "ENSG05220045840" "ENSG00000169474.4"
"860" "ENSG05220045843" "ENSG00000237008.2"
"861" "ENSG05220045860" "ENSG00000160679.13"
"862" "ENSG05220045870" "ENSG00000186844.6"
"863" "ENSG05220045871" "ENSG00000163207.7"
"864" "ENSG05220045872" "ENSG00000160741.17"
"865" "ENSG05220045873" "ENSG00000203781.4"
"866" "ENSG05220045874" "ENSG00000159527.4"
"867" "ENSG05220045875" "ENSG00000243613.1"
"868" "ENSG05220045876" "ENSG00000159516.9"
"869" "ENSG05220045877" "ENSG00000226947.1"
"870" "ENSG05220045878" "ENSG00000203783.5"
"871" "ENSG05220045879" "ENSG00000163220.11"
"872" "ENSG05220045880" "ENSG00000203785.9"
"873" "ENSG05220045881" "ENSG00000184330.12"
"874" "ENSG05220045882" "ENSG00000187173.4"
"875" "ENSG05220045883" "ENSG00000163218.15"
"876" "ENSG05220045884" "ENSG00000263841.2"
"877" "ENSG05220045885" "ENSG00000163206.6"
"878" "ENSG05220045886" "ENSG00000223599.1"
"879" "ENSG05220045887" "ENSG00000188015.10"
"880" "ENSG05220045903" "ENSG00000143554.14"
"881" "ENSG05220045923" "ENSG00000235015.1"
"882" "ENSG05220045924" "ENSG00000233222.2"
"883" "ENSG05220045926" "ENSG00000163202.5"
"884" "ENSG05220045937" "ENSG00000143578.16"
"885" "ENSG05220045964" "ENSG00000272654.1"
"886" "ENSG05220045965" "ENSG00000274940.1"
"887" "ENSG05220045971" "ENSG00000203786.6"
"888" "ENSG05220045985" "ENSG00000169418.10"
"889" "ENSG05220045987" "ENSG00000196805.7"
"890" "ENSG05220045988" "ENSG00000187170.6"
"891" "ENSG05220045989" "ENSG00000185966.4"
"892" "ENSG05220045990" "ENSG00000203782.6"
"893" "ENSG05220045995" "ENSG00000284738.1"
"894" "ENSG05220046002" "ENSG00000197956.10"
"895" "ENSG05220046022" "ENSG00000199565.1"
"896" "ENSG05220046037" "ENSG00000143570.19"
"897" "ENSG05220046055" "ENSG00000196734.9"
"898" "ENSG05220046060" "ENSG00000196754.13"
"899" "ENSG05220046082" "ENSG00000233819.1"
"900" "ENSG05220046083" "ENSG00000230779.1"
"901" "ENSG05220046095" "ENSG00000188643.11"
"902" "ENSG05220046098" "ENSG00000197364.7"
"903" "ENSG05220046100" "ENSG00000234262.1"
"904" "ENSG05220046101" "ENSG00000238279.1"
"905" "ENSG05220046106" "ENSG00000285867.1"
"906" "ENSG05220046110" "ENSG00000172155.10"
"907" "ENSG05220046113" "ENSG00000143543.15"
"908" "ENSG05220045623" "ENSG00000283227.1"
"909" "ENSG05220045697" "ENSG00000163209.15"
"910" "ENSG05220045756" "ENSG00000186226.9"
"911" "ENSG05220025375" "ENSG00000236407.1"
"912" "ENSG05220025378" "ENSG00000224326.1"
"913" "ENSG05220025379" "ENSG00000162624.15"
"914" "ENSG05220025384" "ENSG00000224494.1"
"915" "ENSG05220025387" "ENSG00000276081.1"
"916" "ENSG05220025392" "ENSG00000137968.16"
"917" "ENSG05220025396" "ENSG00000122420.10"
"918" "ENSG05220025405" "ENSG00000162614.19"
"919" "ENSG05220025410" "ENSG00000233099.1"
"920" "ENSG05220025412" "ENSG00000251785.1"
"921" "ENSG05220025416" "ENSG00000137955.16"
"922" "ENSG05220025424" "ENSG00000235089.1"
"923" "ENSG05220025427" "ENSG00000137960.6"
"924" "ENSG05220025429" "ENSG00000228187.1"
"925" "ENSG05220025432" "ENSG00000229752.1"
"926" "ENSG05220025433" "ENSG00000227937.1"
"927" "ENSG05220025434" "ENSG00000252338.1"
"928" "ENSG05220025435" "ENSG00000227556.1"
"929" "ENSG05220025436" "ENSG00000285928.1"
"930" "ENSG05220025437" "ENSG00000227288.3"
"931" "ENSG05220025438" "ENSG00000287870.1"
"932" "ENSG05220025440" "ENSG00000285179.1"
"933" "ENSG05220025441" "ENSG00000287647.1"
"934" "ENSG05220025442" "ENSG00000234108.1"
"935" "ENSG05220025444" "ENSG00000232672.1"
"936" "ENSG05220025445" "ENSG00000235613.2"
"937" "ENSG05220025446" "ENSG00000230817.6"
"938" "ENSG05220025448" "ENSG00000226084.5"
"939" "ENSG05220025451" "ENSG00000207241.1"
"940" "ENSG05220025466" "ENSG00000162618.15"
"941" "ENSG05220025487" "ENSG00000162613.17"
"942" "ENSG05220025492" "ENSG00000234953.2"
"943" "ENSG05220025494" "ENSG00000233333.2"
"944" "ENSG05220025495" "ENSG00000201487.1"
"945" "ENSG05220025496" "ENSG00000273338.1"
"946" "ENSG05220025499" "ENSG00000180488.15"
"947" "ENSG05220025509" "ENSG00000260322.1"
"948" "ENSG05220025511" "ENSG00000285409.1"
"949" "ENSG05220025516" "ENSG00000162616.9"
"950" "ENSG05220025523" "ENSG00000288543.1"
"951" "ENSG05220025525" "ENSG00000213561.4"
"952" "ENSG05220025528" "ENSG00000251767.1"
"953" "ENSG05220025529" "ENSG00000212308.1"
"954" "ENSG05220025532" "ENSG00000184005.11"
"955" "ENSG05220025535" "ENSG00000230863.3"
"956" "ENSG05220025536" "ENSG00000224149.1"
"957" "ENSG05220025549" "ENSG00000077254.14"
"958" "ENSG05220025560" "ENSG00000036549.13"
"959" "ENSG05220025564" "ENSG00000234184.6"
"960" "ENSG05220025565" "ENSG00000235756.2"
"961" "ENSG05220025566" "ENSG00000230027.2"
"962" "ENSG05220025570" "ENSG00000137959.17"
"963" "ENSG05220025584" "ENSG00000237413.5"
"964" "ENSG05220025586" "ENSG00000226415.1"
"965" "ENSG05220025587" "ENSG00000199921.1"
"966" "ENSG05220025588" "ENSG00000225598.1"
"967" "ENSG05220025589" "ENSG00000236676.1"
"968" "ENSG05220025590" "ENSG00000224493.1"
"969" "ENSG05220025591" "ENSG00000227062.2"
"970" "ENSG05220025592" "ENSG00000206620.1"
"971" "ENSG05220025593" "ENSG00000225605.3"
"972" "ENSG05220025606" "ENSG00000215875.4"
"973" "ENSG05220025608" "ENSG00000206999.1"
"974" "ENSG05220025609" "ENSG00000251958.1"
"975" "ENSG05220025610" "ENSG00000238015.2"
"976" "ENSG05220025611" "ENSG00000237552.1"
"977" "ENSG05220025614" "ENSG00000235011.2"
"978" "ENSG05220025617" "ENSG00000213559.4"
"979" "ENSG05220025619" "ENSG00000230787.1"
"980" "ENSG05220025622" "ENSG00000272855.1"
"981" "ENSG05220025624" "ENSG00000181227.3"
"982" "ENSG05220025626" "ENSG00000213560.4"
"983" "ENSG05220025629" "ENSG00000235400.1"
"984" "ENSG05220025631" "ENSG00000232015.2"
"985" "ENSG05220025636" "ENSG00000117069.15"
"986" "ENSG05220025659" "ENSG00000117054.15"
"987" "ENSG05220025667" "ENSG00000232676.1"
"988" "ENSG05220025668" "ENSG00000057468.7"
"989" "ENSG05220025671" "ENSG00000219201.4"
"990" "ENSG05220025672" "ENSG00000227960.1"
"991" "ENSG05220025674" "ENSG00000154027.19"
"992" "ENSG05220025677" "ENSG00000235927.4"
"993" "ENSG05220025678" "ENSG00000285462.1"
"994" "ENSG05220025679" "ENSG00000213579.3"
"995" "ENSG05220025680" "ENSG00000233290.3"
"996" "ENSG05220025683" "ENSG00000142892.15"
"997" "ENSG05220025684" "ENSG00000222849.1"
"998" "ENSG05220025685" "ENSG00000224127.1"
"999" "ENSG05220025686" "ENSG00000223905.1"
"1000" "ENSG05220025687" "ENSG00000242598.1"
"1001" "ENSG05220025688" "ENSG00000230498.3"
"1002" "ENSG05220025699" "ENSG00000117114.20"
"1003" "ENSG05220025710" "ENSG00000234683.1"
"1004" "ENSG05220025711" "ENSG00000277670.1"
"1005" "ENSG05220025712" "ENSG00000243437.3"
"1006" "ENSG05220025713" "ENSG00000282898.1"
"1007" "ENSG05220025714" "ENSG00000202263.1"
"1008" "ENSG05220025715" "ENSG00000137965.11"
"1009" "ENSG05220025716" "ENSG00000154007.7"
"1010" "ENSG05220025527" "ENSG00000223026.1"
"1011" "ENSG05220055721" "ENSG00000215784.6"
"1012" "ENSG05220055722" "ENSG00000276756.4"
"1013" "ENSG05220055723" "ENSG00000235887.2"
"1014" "ENSG05220055724" "ENSG00000281571.2"
"1015" "ENSG05220055725" "ENSG00000271567.1"
"1016" "ENSG05220055726" "ENSG00000263353.3"
"1017" "ENSG05220055727" "ENSG00000277095.1"
"1018" "ENSG05220055728" "ENSG00000252830.2"
